id,title,file,created_at,uploaded_by_user_id,collection_id,file_size,file_hash
1,Doc 1,documents/XavierXXXX-065XXXXX-Prak_DSDA4.pdf,2021-12-18 10:26:22.700515,1,1,613585,3f4ba979927a99327f257cacfc91a0e1e5d0dd07
