id,navbar_color_scheme,navbar_class,navbar_fixed,navbar_wrapper_fluid,navbar_content_fluid,navbar_collapse_mode,navbar_format,navbar_search,frontend_theme,favicon_id,logo_id,site_id
1,navbar-dark,bg-dark,0,1,0,navbar-expand-lg,,0,,1,1,2
